trip_id,load_id,driver_id,truck_id,trailer_id,dispatch_date,actual_distance_miles,actual_duration_hours,fuel_gallons_used,average_mpg,idle_time_hours,trip_status,first_name,last_name,cdl_class,years_experience,make,model_year,fuel_type,status,customer_id,route_id,revenue,booking_type,typical_distance_miles,base_rate_per_mile,fuel_surcharge_rate,customer_name,customer_type
TRIP00010438,LOAD00010438,DRV00014,TRK00051,TRL00124,2022-05-14,2426,45.5,358.3,6.77,11.7,Completed,Richard,Miller,A,11.0,Mack,2016.0,Diesel,Active,CUST00145,RTE00012,5806.04,Spot,2389,2.71,0.19,National Foods,Contract
TRIP00010439,LOAD00010439,DRV00005,TRK00082,TRL00019,2022-05-14,2824,49.9,401.7,7.03,10.3,Completed,Mary,Martinez,A,12.0,Peterbilt,2015.0,Diesel,Active,CUST00123,RTE00044,6938.16,Dedicated,2627,2.69,0.31,American Corp,Spot
TRIP00010440,LOAD00010440,DRV00014,TRK00079,TRL00071,2022-05-14,2337,43.9,365.7,6.39,11.0,Completed,Richard,Miller,A,11.0,Mack,2015.0,Diesel,Active,CUST00061,RTE00020,4039.71,Contract,2172,1.77,0.34,Elite Group,Spot
TRIP00010441,LOAD00010441,DRV00033,TRK00105,TRL00171,2022-05-14,1736,26.9,243.1,7.14,8.6,Completed,William,Anderson,A,9.0,Volvo,2015.0,Diesel,Active,CUST00132,RTE00040,4383.84,Spot,1749,2.38,0.3,Superior Retail,Dedicated
TRIP00010442,LOAD00010442,DRV00114,TRK00013,TRL00031,2022-05-14,1350,24.7,180.2,7.49,11.8,Completed,Thomas,Wilson,A,3.0,Volvo,2018.0,Diesel,Active,CUST00158,RTE00019,2800.99,Spot,1271,2.33,0.32,United Retail,Contract
TRIP00010443,LOAD00010443,DRV00075,TRK00106,TRL00070,2022-05-14,1913,30.6,259.9,7.36,4.8,Completed,John,Anderson,A,25.0,Volvo,2017.0,Diesel,Active,CUST00188,RTE00051,3017.79,Contract,1840,1.85,0.25,American Manufacturing,Spot
TRIP00010444,LOAD00010444,DRV00132,,TRL00030,2022-05-14,726,14.1,98.4,7.38,10.5,Completed,Patricia,Gonzalez,A,24.0,,,,,CUST00186,RTE00050,1265.91,Contract,712,1.94,0.24,National Wholesale,Dedicated
TRIP00010445,LOAD00010445,DRV00038,TRK00026,TRL00168,2022-05-14,2139,39.5,345.6,6.19,7.0,Completed,William,Williams,A,23.0,International,2021.0,Diesel,Active,CUST00002,RTE00021,5421.99,Spot,2108,2.45,0.28,National Retail,Contract
TRIP00010446,LOAD00010446,DRV00070,TRK00049,TRL00118,2022-05-14,1326,25.5,226.3,5.86,9.3,Completed,Sarah,Anderson,A,16.0,Peterbilt,2015.0,Diesel,Active,CUST00001,RTE00027,2497.58,Dedicated,1271,2.02,0.33,Metro Wholesale,Dedicated
TRIP00010447,LOAD00010447,DRV00005,TRK00030,TRL00056,2022-05-14,1377,23.6,225.0,6.12,8.7,Completed,Mary,Martinez,A,12.0,Volvo,2015.0,Diesel,Active,CUST00066,RTE00023,3371.61,Dedicated,1276,2.33,0.17,Elite Foods,Dedicated
TRIP00010448,LOAD00010448,DRV00102,TRK00053,TRL00177,2022-05-14,2322,36.3,371.5,6.25,7.8,Completed,Elizabeth,Rodriguez,A,11.0,Peterbilt,2015.0,Diesel,Active,CUST00052,RTE00034,4434.39,Dedicated,2332,2.12,0.34,Metro Corp,Contract
TRIP00010449,LOAD00010449,DRV00110,TRK00044,TRL00031,2022-05-14,1802,34.7,303.9,5.93,4.3,Completed,James,Gonzalez,A,3.0,Volvo,2015.0,Diesel,Active,CUST00090,RTE00005,4025.04,Dedicated,1749,2.41,0.26,ABC Supply Chain,Dedicated
TRIP00010450,LOAD00010450,DRV00105,TRK00050,TRL00039,2022-05-14,1324,21.1,189.1,7.0,6.6,Completed,Barbara,Moore,A,20.0,Peterbilt,2015.0,Diesel,Active,CUST00093,RTE00035,2054.41,Dedicated,1229,1.69,0.28,United Group,Spot
TRIP00010451,LOAD00010451,DRV00113,TRK00099,TRL00019,2022-05-14,2616,42.3,416.6,6.28,2.0,Completed,Mary,Williams,A,21.0,Freightliner,2015.0,Diesel,Active,CUST00008,RTE00044,7553.34,Dedicated,2627,2.69,0.31,American Logistics,Contract
TRIP00010452,LOAD00010452,,TRK00106,TRL00167,2022-05-14,1354,23.6,218.0,6.21,4.4,Completed,,,,,Volvo,2017.0,Diesel,Active,CUST00015,RTE00027,2455.26,Dedicated,1271,2.02,0.33,First Group,Spot
TRIP00010453,LOAD00010453,DRV00127,TRK00085,TRL00101,2022-05-14,1295,20.5,191.9,6.75,5.9,Completed,Thomas,Gonzalez,A,15.0,Kenworth,2015.0,Diesel,Active,CUST00157,RTE00027,2655.02,Dedicated,1271,2.02,0.33,Metro Distribution,Dedicated
TRIP00010454,LOAD00010454,DRV00113,TRK00055,TRL00087,2022-05-14,2103,32.7,368.9,5.7,8.8,Completed,Mary,Williams,A,21.0,Peterbilt,2017.0,Diesel,Active,CUST00041,RTE00021,5020.85,Dedicated,2108,2.45,0.28,XYZ Industries,Dedicated
TRIP00010455,LOAD00010455,DRV00132,TRK00059,TRL00031,2022-05-14,2269,38.7,407.4,5.57,3.7,Completed,Patricia,Gonzalez,A,24.0,Mack,2015.0,Diesel,Active,CUST00087,RTE00028,4268.24,Dedicated,2172,1.89,0.26,Global Logistics,Contract
TRIP00010456,LOAD00010456,DRV00030,TRK00099,TRL00135,2022-05-14,1174,23.4,196.6,5.97,8.4,Completed,Jessica,Hernandez,A,5.0,Freightliner,2015.0,Diesel,Active,CUST00144,RTE00017,2190.12,Dedicated,1130,1.81,0.34,National Distribution,Dedicated
TRIP00010457,LOAD00010457,DRV00130,TRK00064,TRL00079,2022-05-14,268,4.4,36.5,7.34,5.3,Completed,Karen,Lopez,A,14.0,Kenworth,2020.0,Diesel,Active,CUST00072,RTE00036,600.55,Dedicated,262,2.63,0.33,Continental Distribution,Spot
TRIP00010458,LOAD00010458,DRV00098,TRK00110,TRL00077,2022-05-14,1288,25.0,176.0,7.32,3.9,Completed,David,Anderson,A,5.0,Peterbilt,2016.0,Diesel,Active,CUST00066,RTE00023,2571.3,Dedicated,1276,2.33,0.17,Elite Foods,Dedicated
TRIP00010459,LOAD00010459,DRV00060,TRK00036,TRL00034,2022-05-14,1839,29.2,299.5,6.14,4.8,Completed,Jessica,Thomas,A,6.0,Peterbilt,2020.0,Diesel,Active,CUST00188,RTE00056,4688.27,Dedicated,1718,2.47,0.18,American Manufacturing,Spot
TRIP00010460,LOAD00010460,DRV00126,TRK00076,TRL00179,2022-05-14,696,11.8,109.1,6.38,7.9,Completed,Sarah,Jackson,A,25.0,Kenworth,2015.0,Diesel,Active,CUST00199,RTE00001,1148.77,Dedicated,677,1.7,0.19,First Group,Contract
TRIP00010461,LOAD00010461,DRV00142,TRK00112,TRL00126,2022-05-14,672,11.9,101.8,6.6,5.4,Completed,John,Thomas,A,15.0,Volvo,2016.0,Diesel,Active,CUST00099,RTE00018,1405.63,Spot,670,2.07,0.28,First Logistics,Dedicated
TRIP00010462,LOAD00010462,DRV00127,TRK00108,TRL00117,2022-05-14,748,12.3,113.2,6.61,11.0,Completed,Thomas,Gonzalez,A,15.0,Volvo,2015.0,Diesel,Active,CUST00151,RTE00002,1310.74,Dedicated,697,2.08,0.22,ABC Foods,Spot
TRIP00010463,LOAD00010463,DRV00065,TRK00023,TRL00160,2022-05-14,700,12.8,104.6,6.69,6.0,Completed,Robert,Brown,A,25.0,Peterbilt,2015.0,Diesel,Active,CUST00180,RTE00006,1409.47,Dedicated,675,2.13,0.28,ABC Distribution,Spot
TRIP00010464,LOAD00010464,DRV00144,TRK00019,TRL00096,2022-05-14,2065,37.4,320.7,6.44,6.8,Completed,James,Gonzalez,A,16.0,International,2015.0,Diesel,Active,CUST00084,RTE00026,3519.74,Contract,1984,1.72,0.28,United Foods,Dedicated
TRIP00010465,LOAD00010465,DRV00130,TRK00107,TRL00179,2022-05-14,724,11.9,108.1,6.7,3.7,Completed,Karen,Lopez,A,14.0,Mack,2017.0,Diesel,Active,CUST00019,RTE00002,1581.15,Dedicated,697,2.08,0.22,American Supply Chain,Contract
TRIP00010466,LOAD00010466,DRV00071,TRK00016,TRL00096,2022-05-14,1350,26.1,211.6,6.38,11.8,Completed,Jessica,Johnson,A,12.0,Freightliner,2015.0,Diesel,Active,CUST00020,RTE00019,2825.49,Spot,1271,2.33,0.32,First Corp,Contract
TRIP00010467,LOAD00010467,DRV00016,TRK00001,TRL00095,2022-05-14,2819,50.3,501.6,5.62,6.2,Completed,Thomas,Gonzalez,A,11.0,Peterbilt,2016.0,Diesel,Active,CUST00111,RTE00044,6380.29,Dedicated,2627,2.69,0.31,XYZ Wholesale,Contract
TRIP00010468,LOAD00010468,DRV00148,TRK00001,TRL00144,2022-05-14,915,17.8,137.6,6.65,10.4,Completed,Patricia,Anderson,A,15.0,Peterbilt,2016.0,Diesel,Active,CUST00053,RTE00009,1657.45,Dedicated,878,1.95,0.17,Elite Supply Chain,Spot
TRIP00010469,LOAD00010469,DRV00099,TRK00016,TRL00108,2022-05-14,1260,21.3,172.1,7.32,8.5,Completed,Michael,Williams,A,13.0,Freightliner,2015.0,Diesel,Active,CUST00174,RTE00023,3033.75,Contract,1276,2.33,0.17,National Supply Chain,Contract
TRIP00010470,LOAD00010470,DRV00009,TRK00004,TRL00131,2022-05-14,2100,33.8,290.5,7.23,11.6,Completed,Karen,Hernandez,A,13.0,Freightliner,2015.0,Diesel,Active,CUST00191,RTE00003,5458.24,Contract,2003,2.55,0.29,Pacific Group,Contract
TRIP00010471,LOAD00010471,DRV00075,TRK00108,TRL00043,2022-05-14,1597,26.6,242.0,6.6,11.1,Completed,John,Anderson,A,25.0,Volvo,2015.0,Diesel,Active,CUST00019,RTE00043,2213.02,Spot,1559,1.55,0.16,American Supply Chain,Contract
TRIP00010472,LOAD00010472,DRV00016,TRK00116,TRL00045,2022-05-15,673,10.4,96.4,6.98,6.8,Completed,Thomas,Gonzalez,A,11.0,International,2019.0,Diesel,Active,CUST00090,RTE00013,1200.55,Contract,673,1.7,0.21,ABC Supply Chain,Dedicated
TRIP00010473,LOAD00010473,DRV00083,TRK00036,TRL00102,2022-05-15,1258,24.6,196.0,6.42,10.6,Completed,Patricia,Martin,A,21.0,Peterbilt,2020.0,Diesel,Active,CUST00193,RTE00024,2486.75,Contract,1175,2.48,0.32,Premier Supply Chain,Spot
TRIP00010474,LOAD00010474,DRV00097,TRK00038,TRL00124,2022-05-15,2406,47.7,336.5,7.15,9.1,Completed,Thomas,Rodriguez,A,18.0,International,2015.0,Diesel,Active,CUST00075,RTE00012,6488.39,Dedicated,2389,2.71,0.19,Elite Corp,Contract
TRIP00010475,LOAD00010475,DRV00049,TRK00064,TRL00002,2022-05-15,692,11.7,97.2,7.12,4.5,Completed,John,Smith,A,24.0,Kenworth,2020.0,Diesel,Active,CUST00175,RTE00001,1171.9,Dedicated,677,1.7,0.19,ABC Wholesale,Spot
TRIP00010476,LOAD00010476,DRV00064,TRK00013,TRL00017,2022-05-15,589,11.3,98.5,5.98,8.5,Completed,Michael,Smith,A,4.0,Volvo,2018.0,Diesel,Active,CUST00096,RTE00022,1164.01,Dedicated,557,1.95,0.29,Continental Logistics,Dedicated
TRIP00010477,LOAD00010477,DRV00142,TRK00025,TRL00141,2022-05-15,681,12.4,115.0,5.92,11.6,Completed,John,Thomas,A,15.0,Freightliner,2018.0,Diesel,Active,CUST00159,RTE00018,1366.85,Contract,670,2.07,0.28,Metro Wholesale,Dedicated
TRIP00010478,LOAD00010478,DRV00010,TRK00019,TRL00077,2022-05-15,711,11.3,127.9,5.56,7.7,Completed,Sarah,Gonzalez,A,23.0,International,2015.0,Diesel,Active,CUST00093,RTE00049,2076.64,Contract,720,2.62,0.2,United Group,Spot
TRIP00010479,LOAD00010479,DRV00041,TRK00103,TRL00126,2022-05-15,611,11.0,88.4,6.91,7.2,Completed,Karen,Martin,A,2.0,Freightliner,2015.0,Diesel,Active,CUST00037,RTE00045,1541.47,Spot,597,2.33,0.23,American Retail,Spot
TRIP00010480,LOAD00010480,DRV00080,TRK00120,TRL00108,2022-05-15,2136,41.0,316.4,6.75,4.4,Completed,Richard,Martin,A,3.0,Volvo,2017.0,Diesel,Active,CUST00063,RTE00026,3293.65,Contract,1984,1.72,0.28,Superior Group,Dedicated
TRIP00010481,LOAD00010481,DRV00030,TRK00073,TRL00163,2022-05-15,956,16.8,150.1,6.37,8.9,Completed,Jessica,Hernandez,A,5.0,Mack,2016.0,Diesel,Active,CUST00138,RTE00057,1990.42,Spot,921,2.45,0.3,First Logistics,Spot
TRIP00010482,LOAD00010482,DRV00144,TRK00120,TRL00048,2022-05-15,2120,36.5,364.9,5.81,5.2,Completed,James,Gonzalez,A,16.0,Volvo,2017.0,Diesel,Active,CUST00194,RTE00003,4879.07,Contract,2003,2.55,0.29,ABC Group,Spot
TRIP00010483,LOAD00010483,DRV00062,TRK00036,TRL00154,2022-05-15,1869,35.8,271.3,6.89,10.4,Completed,Jessica,Davis,A,22.0,Peterbilt,2020.0,Diesel,Active,CUST00038,RTE00005,4267.44,Dedicated,1749,2.41,0.26,Continental Supply Chain,Dedicated
TRIP00010484,LOAD00010484,DRV00088,TRK00019,TRL00170,2022-05-15,2149,42.6,363.0,5.92,6.3,Completed,Joseph,Garcia,A,16.0,International,2015.0,Diesel,Active,CUST00082,RTE00003,5745.22,Contract,2003,2.55,0.29,Global Logistics,Spot
TRIP00010485,LOAD00010485,DRV00090,TRK00098,TRL00080,2022-05-15,2217,42.9,377.0,5.88,8.3,Completed,David,Anderson,A,15.0,Peterbilt,2018.0,Diesel,Active,CUST00149,RTE00020,3333.52,Spot,2172,1.77,0.34,First Group,Dedicated
TRIP00010486,LOAD00010486,DRV00029,TRK00098,,2022-05-15,1689,27.8,251.0,6.73,6.7,Completed,James,Martin,A,13.0,Peterbilt,2018.0,Diesel,Active,CUST00173,RTE00007,4085.27,Dedicated,1576,2.54,0.32,Metro Wholesale,Spot
TRIP00010487,LOAD00010487,DRV00070,TRK00039,TRL00092,2022-05-15,837,13.0,149.2,5.61,7.3,Completed,Sarah,Anderson,A,16.0,International,2015.0,Diesel,Active,CUST00196,RTE00052,1428.89,Contract,804,1.63,0.34,XYZ Logistics,Spot
TRIP00010488,LOAD00010488,DRV00053,TRK00111,TRL00114,2022-05-15,97,1.9,16.3,5.94,5.6,Completed,John,Martin,A,2.0,Kenworth,2015.0,Diesel,Active,CUST00094,RTE00010,165.07,Dedicated,92,1.61,0.17,National Retail,Contract
TRIP00010489,LOAD00010489,,TRK00057,TRL00085,2022-05-15,2824,48.6,391.7,7.21,10.9,Completed,,,,,Mack,2015.0,Diesel,Active,CUST00051,RTE00042,6870.55,Dedicated,2623,2.39,0.18,XYZ Wholesale,Contract
TRIP00010490,LOAD00010490,DRV00146,TRK00082,TRL00081,2022-05-15,1964,34.9,353.9,5.55,3.3,Completed,Jessica,Gonzalez,A,12.0,Peterbilt,2015.0,Diesel,Active,CUST00196,RTE00026,3059.86,Dedicated,1984,1.72,0.28,XYZ Logistics,Spot
TRIP00010491,LOAD00010491,DRV00143,TRK00063,TRL00157,2022-05-15,1658,29.1,236.5,7.01,2.4,Completed,Linda,Smith,A,2.0,Peterbilt,2015.0,Diesel,Active,CUST00184,RTE00007,4107.65,Dedicated,1576,2.54,0.32,Elite Distribution,Contract
TRIP00010492,LOAD00010492,DRV00120,TRK00111,TRL00029,2022-05-15,2137,37.1,312.0,6.85,10.6,Completed,Jessica,Johnson,A,10.0,Kenworth,2015.0,Diesel,Active,CUST00181,RTE00030,5826.02,Spot,2147,2.48,0.33,Superior Group,Contract
TRIP00010493,LOAD00010493,DRV00039,TRK00096,TRL00149,2022-05-15,625,9.8,111.8,5.59,4.9,Completed,Thomas,Martinez,A,22.0,Kenworth,2018.0,Diesel,Active,CUST00086,RTE00045,1193.69,Spot,597,2.33,0.23,Premier Foods,Contract
TRIP00010494,LOAD00010494,DRV00017,TRK00038,TRL00055,2022-05-15,908,15.7,121.1,7.5,11.6,Completed,William,Garcia,A,13.0,International,2015.0,Diesel,Active,CUST00164,RTE00009,1464.69,Contract,878,1.95,0.17,ABC Industries,Spot
TRIP00010495,LOAD00010495,DRV00126,TRK00018,TRL00111,2022-05-15,958,15.0,165.2,5.8,10.1,Completed,Sarah,Jackson,A,25.0,International,2015.0,Diesel,Active,CUST00166,RTE00057,2392.22,Dedicated,921,2.45,0.3,ABC Distribution,Dedicated
TRIP00010496,LOAD00010496,DRV00097,TRK00060,TRL00127,2022-05-15,2635,42.5,419.6,6.28,11.4,Completed,Thomas,Rodriguez,A,18.0,Freightliner,2015.0,Diesel,Active,CUST00049,RTE00037,3322.66,Contract,2561,1.52,0.21,Continental Corp,Spot
TRIP00010497,LOAD00010497,DRV00118,TRK00079,TRL00061,2022-05-15,1360,22.9,184.8,7.36,11.1,Completed,Susan,Anderson,A,8.0,Mack,2015.0,Diesel,Active,CUST00067,RTE00038,3101.52,Spot,1311,2.71,0.24,Metro Supply Chain,Contract
TRIP00010498,LOAD00010498,DRV00057,TRK00004,TRL00174,2022-05-15,933,18.4,137.8,6.77,4.1,Completed,Thomas,Jackson,A,23.0,Freightliner,2015.0,Diesel,Active,CUST00080,RTE00057,2558.95,Spot,921,2.45,0.3,First Distribution,Spot
TRIP00010499,LOAD00010499,DRV00053,TRK00031,TRL00036,2022-05-15,718,11.7,114.0,6.3,5.3,Completed,John,Martin,A,2.0,Kenworth,2018.0,Diesel,Active,CUST00079,RTE00050,1213.83,Contract,712,1.94,0.24,Pacific Logistics,Spot
TRIP00010500,LOAD00010500,DRV00134,TRK00112,TRL00160,2022-05-15,1852,36.9,263.1,7.04,7.1,Completed,Linda,Moore,A,18.0,Volvo,2016.0,Diesel,Active,CUST00045,RTE00040,4472.38,Contract,1749,2.38,0.3,First Logistics,Dedicated
TRIP00010501,LOAD00010501,,TRK00013,TRL00133,2022-05-15,1104,19.6,167.5,6.59,4.5,Completed,,,,,Volvo,2018.0,Diesel,Active,CUST00067,RTE00039,2171.36,Dedicated,1044,2.08,0.33,Metro Supply Chain,Contract
TRIP00010502,LOAD00010502,DRV00121,TRK00041,TRL00042,2022-05-15,172,3.1,27.4,6.27,4.0,Completed,Mary,Miller,A,11.0,International,2015.0,Diesel,Active,CUST00108,RTE00033,456.77,Spot,167,2.42,0.24,Global Distribution,Dedicated
TRIP00010503,LOAD00010503,DRV00098,TRK00084,TRL00175,2022-05-15,3281,55.0,573.6,5.72,8.6,Completed,David,Anderson,A,5.0,Freightliner,2015.0,Diesel,Active,CUST00076,RTE00025,4580.71,Dedicated,3141,1.65,0.18,Metro Wholesale,Spot
TRIP00010504,LOAD00010504,DRV00025,TRK00112,TRL00009,2022-05-15,2197,34.6,383.4,5.73,10.1,Completed,Jessica,Martinez,A,9.0,Volvo,2016.0,Diesel,Active,CUST00048,RTE00021,4873.33,Dedicated,2108,2.45,0.28,First Manufacturing,Spot
TRIP00010505,LOAD00010505,DRV00037,TRK00031,TRL00032,2022-05-15,1273,21.9,173.0,7.36,4.7,Completed,Jessica,Garcia,A,21.0,Kenworth,2018.0,Diesel,Active,CUST00123,RTE00041,3772.8,Dedicated,1216,2.75,0.21,American Corp,Spot
TRIP00010506,LOAD00010506,DRV00081,TRK00120,TRL00115,2022-05-15,2420,39.5,342.8,7.06,6.9,Completed,Joseph,Hernandez,A,6.0,Volvo,2017.0,Diesel,Active,CUST00093,RTE00046,6211.31,Dedicated,2269,2.74,0.22,United Group,Spot
TRIP00010507,LOAD00010507,DRV00111,TRK00073,TRL00021,2022-05-15,757,11.9,127.0,5.96,11.7,Completed,Richard,Jones,A,9.0,Mack,2016.0,Diesel,Active,CUST00190,RTE00008,2285.4,Contract,762,2.62,0.15,Global Wholesale,Dedicated
TRIP00010508,LOAD00010508,DRV00129,TRK00062,TRL00180,2022-05-15,2118,36.8,332.0,6.38,8.1,Completed,Michael,Smith,A,6.0,Mack,2017.0,Diesel,Active,CUST00033,RTE00030,5699.76,Spot,2147,2.48,0.33,XYZ Foods,Contract
TRIP00010509,LOAD00010509,DRV00089,TRK00013,TRL00051,2022-05-15,2254,40.7,341.5,6.6,7.6,Completed,David,Thomas,A,23.0,Volvo,2018.0,Diesel,Active,CUST00081,RTE00032,3828.38,Dedicated,2259,1.99,0.2,ABC Wholesale,Spot
TRIP00010510,LOAD00010510,DRV00011,TRK00007,TRL00056,2022-05-15,1094,19.0,175.9,6.22,9.8,Completed,Michael,Martinez,A,15.0,Volvo,2019.0,Diesel,Active,CUST00188,RTE00039,2464.21,Dedicated,1044,2.08,0.33,American Manufacturing,Spot
TRIP00010511,LOAD00010511,DRV00080,TRK00006,TRL00029,2022-05-15,2702,44.6,408.8,6.61,4.2,Completed,Richard,Martin,A,3.0,Kenworth,2017.0,Diesel,Active,CUST00100,RTE00042,5855.24,Dedicated,2623,2.39,0.18,ABC Foods,Contract
TRIP00010512,LOAD00010512,DRV00011,TRK00059,TRL00132,2022-05-15,739,13.3,109.3,6.76,2.6,Completed,Michael,Martinez,A,15.0,Mack,2015.0,Diesel,Active,CUST00044,RTE00002,1433.37,Contract,697,2.08,0.22,American Logistics,Contract
TRIP00010513,LOAD00010513,DRV00071,TRK00001,TRL00116,2022-05-15,1348,22.1,226.6,5.95,6.6,Completed,Jessica,Johnson,A,12.0,Peterbilt,2016.0,Diesel,Active,CUST00108,RTE00019,3049.64,Spot,1271,2.33,0.32,Global Distribution,Dedicated
TRIP00010514,LOAD00010514,DRV00010,TRK00078,TRL00148,2022-05-15,92,1.6,16.6,5.53,6.8,Completed,Sarah,Gonzalez,A,23.0,Freightliner,2015.0,Diesel,Active,CUST00196,RTE00015,294.74,Dedicated,92,2.79,0.15,XYZ Logistics,Spot
TRIP00010515,LOAD00010515,DRV00080,TRK00060,TRL00051,2022-05-15,763,12.6,119.4,6.39,8.4,Completed,Richard,Martin,A,3.0,Freightliner,2015.0,Diesel,Active,CUST00189,RTE00050,1350.26,Dedicated,712,1.94,0.24,First Retail,Spot
TRIP00010516,LOAD00010516,DRV00101,TRK00103,TRL00008,2022-05-15,1281,23.8,190.3,6.73,4.4,Completed,John,Davis,A,5.0,Freightliner,2015.0,Diesel,Active,CUST00145,RTE00041,3411.56,Spot,1216,2.75,0.21,National Foods,Contract
TRIP00010517,LOAD00010517,DRV00020,TRK00008,TRL00026,2022-05-15,2476,48.1,379.8,6.52,8.0,Completed,Joseph,Martinez,A,18.0,Mack,2015.0,Diesel,Active,CUST00146,RTE00048,6900.01,Dedicated,2332,2.69,0.34,First Foods,Contract
TRIP00010518,LOAD00010518,DRV00088,TRK00039,TRL00086,2022-05-15,1749,34.8,251.3,6.96,6.2,Completed,Joseph,Garcia,A,16.0,International,2015.0,Diesel,Active,CUST00190,RTE00040,4412.32,Dedicated,1749,2.38,0.3,Global Wholesale,Dedicated
TRIP00010519,LOAD00010519,DRV00033,TRK00095,TRL00093,2022-05-15,1974,30.4,336.9,5.86,4.3,Completed,William,Anderson,A,9.0,Mack,2015.0,Diesel,Active,CUST00074,RTE00026,3445.3,Dedicated,1984,1.72,0.28,First Industries,Contract
TRIP00010520,LOAD00010520,DRV00114,TRK00059,TRL00167,2022-05-15,2026,32.5,367.7,5.51,8.5,Completed,Thomas,Wilson,A,3.0,Mack,2015.0,Diesel,Active,CUST00076,RTE00026,3143.53,Dedicated,1984,1.72,0.28,Metro Wholesale,Spot
TRIP00010521,LOAD00010521,DRV00079,TRK00097,TRL00019,2022-05-15,177,3.3,24.7,7.17,9.5,Completed,Patricia,Moore,A,4.0,Peterbilt,2016.0,Diesel,Active,CUST00166,RTE00033,421.92,Spot,167,2.42,0.24,ABC Distribution,Dedicated
TRIP00010522,LOAD00010522,DRV00070,TRK00058,TRL00162,2022-05-15,1839,36.8,329.6,5.58,5.9,Completed,Sarah,Anderson,A,16.0,Mack,2015.0,Diesel,Active,CUST00111,RTE00005,4056.51,Spot,1749,2.41,0.26,XYZ Wholesale,Contract
TRIP00010523,LOAD00010523,DRV00019,TRK00099,TRL00129,2022-05-15,717,11.7,110.8,6.47,9.9,Completed,Robert,Jackson,A,20.0,Freightliner,2015.0,Diesel,Active,CUST00186,RTE00002,1613.25,Spot,697,2.08,0.22,National Wholesale,Dedicated
TRIP00010524,LOAD00010524,DRV00077,TRK00063,TRL00178,2022-05-15,2675,41.7,451.9,5.92,9.7,Completed,Patricia,Anderson,A,20.0,Peterbilt,2015.0,Diesel,Active,CUST00109,RTE00037,4414.27,Dedicated,2561,1.52,0.21,Global Manufacturing,Contract
TRIP00010525,LOAD00010525,DRV00028,TRK00071,TRL00103,2022-05-15,2565,44.7,343.4,7.47,10.1,Completed,Susan,Jackson,A,19.0,Mack,2017.0,Diesel,Active,CUST00098,RTE00012,5530.56,Contract,2389,2.71,0.19,National Supply Chain,Dedicated
TRIP00010526,LOAD00010526,DRV00094,TRK00058,TRL00124,2022-05-15,701,13.0,106.2,6.6,8.6,Completed,Mary,Taylor,A,15.0,Mack,2015.0,Diesel,Active,CUST00151,RTE00018,1320.59,Spot,670,2.07,0.28,ABC Foods,Spot
TRIP00010527,LOAD00010527,DRV00002,TRK00055,TRL00106,2022-05-15,1265,21.4,174.2,7.26,10.8,Completed,William,Martin,A,20.0,Peterbilt,2017.0,Diesel,Active,CUST00189,RTE00035,1992.94,Contract,1229,1.69,0.28,First Retail,Spot
TRIP00010528,LOAD00010528,DRV00121,TRK00097,TRL00043,2022-05-15,2266,35.2,377.7,6.0,4.2,Completed,Mary,Miller,A,11.0,Peterbilt,2016.0,Diesel,Active,CUST00056,RTE00046,6711.04,Dedicated,2269,2.74,0.22,Continental Retail,Dedicated
TRIP00010529,LOAD00010529,DRV00026,TRK00091,TRL00133,2022-05-15,549,9.4,76.7,7.16,9.8,Completed,Charles,Miller,A,5.0,International,2015.0,Diesel,Active,CUST00081,RTE00022,1223.32,Contract,557,1.95,0.29,ABC Wholesale,Spot
TRIP00010530,LOAD00010530,DRV00010,TRK00082,TRL00057,2022-05-15,1115,21.7,175.6,6.35,8.6,Completed,Sarah,Gonzalez,A,23.0,Peterbilt,2015.0,Diesel,Active,CUST00032,RTE00017,1826.11,Dedicated,1130,1.81,0.34,Continental Wholesale,Dedicated
TRIP00010531,LOAD00010531,DRV00095,TRK00103,TRL00037,2022-05-15,1809,34.4,288.5,6.27,10.9,Completed,Linda,Thomas,A,10.0,Freightliner,2015.0,Diesel,Active,CUST00177,RTE00005,4169.66,Dedicated,1749,2.41,0.26,First Logistics,Contract
TRIP00010532,LOAD00010532,DRV00105,TRK00061,TRL00051,2022-05-15,698,12.7,99.4,7.02,3.8,Completed,Barbara,Moore,A,20.0,International,2018.0,Diesel,Active,CUST00071,RTE00006,1446.41,Spot,675,2.13,0.28,Continental Supply Chain,Spot
TRIP00010533,LOAD00010533,DRV00063,TRK00024,TRL00104,2022-05-15,2693,53.6,370.4,7.27,8.4,Completed,James,Jones,A,2.0,Volvo,2015.0,Diesel,Active,CUST00099,RTE00029,6702.75,Dedicated,2623,2.47,0.34,First Logistics,Dedicated
TRIP00010534,LOAD00010534,DRV00091,TRK00059,TRL00005,2022-05-15,808,14.8,125.1,6.46,8.0,Completed,Linda,Rodriguez,A,17.0,Mack,2015.0,Diesel,Active,CUST00108,RTE00052,1431.19,Spot,804,1.63,0.34,Global Distribution,Dedicated
TRIP00010535,LOAD00010535,DRV00037,TRK00007,TRL00127,2022-05-15,735,12.3,119.5,6.15,3.4,Completed,Jessica,Garcia,A,21.0,Volvo,2019.0,Diesel,Active,CUST00075,RTE00050,1385.15,Dedicated,712,1.94,0.24,Elite Corp,Contract
